transaction_id,customer_id,subscription_id,amount,currency,status,transaction_date,payment_method
TXN-16d2f197,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2025-08-09,PayPal
TXN-636cf57d,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2025-09-09,Credit Card
TXN-9094aa05,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2025-10-09,Credit Card
TXN-cff47229,CUST-eba557a0,SUB-2a77c040,199.0,USD,Failed,2025-11-09,Wire Transfer
TXN-9fc3b1c8,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2025-12-09,PayPal
TXN-e2e3ce2f,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2026-01-09,Wire Transfer
TXN-998a3d28,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2026-02-09,Credit Card
TXN-9b165362,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2026-03-09,Wire Transfer
TXN-f523f793,CUST-eba557a0,SUB-2a77c040,199.0,USD,Success,2026-04-09,PayPal
TXN-09dbfee5,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-06-26,Wire Transfer
TXN-7abd827a,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-07-26,PayPal
TXN-a6d129e0,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-08-26,PayPal
TXN-d79aca33,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-09-26,Wire Transfer
TXN-5665bfb8,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-10-26,Credit Card
TXN-49b83707,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-11-26,Wire Transfer
TXN-9f55ee81,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2025-12-26,Credit Card
TXN-3a2d048b,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2026-01-26,Credit Card
TXN-3c3e0993,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2026-02-26,Wire Transfer
TXN-a5622f78,CUST-79301a9c,SUB-89308445,499.0,USD,Success,2026-03-26,Credit Card
TXN-1b9a3044,CUST-79301a9c,SUB-89308445,499.0,USD,Failed,2026-04-26,Credit Card
TXN-420c2bdd,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-03-13,Wire Transfer
TXN-ce8b8d58,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-04-13,Wire Transfer
TXN-927328e5,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-05-13,Wire Transfer
TXN-0fab007a,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Failed,2025-06-13,Credit Card
TXN-33c580f0,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Failed,2025-07-13,PayPal
TXN-e2d8d512,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-08-13,Credit Card
TXN-ffb874ff,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-09-13,PayPal
TXN-06b343e9,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-10-13,Wire Transfer
TXN-207a1b09,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-11-13,PayPal
TXN-c73b86b7,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2025-12-13,Wire Transfer
TXN-606772f1,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2026-01-13,Wire Transfer
TXN-cfb74461,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2026-02-13,PayPal
TXN-ad6ea26f,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Failed,2026-03-13,Wire Transfer
TXN-ba1e4be1,CUST-e40f8c05,SUB-820c9cb4,199.0,USD,Success,2026-04-13,PayPal
TXN-ac9e4a7c,CUST-fa4e3863,SUB-acf8a640,499.0,USD,Success,2025-11-16,Wire Transfer
TXN-919edef9,CUST-fa4e3863,SUB-acf8a640,499.0,USD,Success,2025-12-16,Credit Card
TXN-33cd6a98,CUST-fa4e3863,SUB-acf8a640,499.0,USD,Success,2026-01-16,Credit Card
TXN-f0246808,CUST-fa4e3863,SUB-acf8a640,499.0,USD,Success,2026-02-16,Wire Transfer
TXN-27e0f438,CUST-fa4e3863,SUB-acf8a640,499.0,USD,Success,2026-03-16,Wire Transfer
TXN-dda2da4f,CUST-73ea0d9c,SUB-5b74386b,199.0,USD,Success,2025-03-08,PayPal
TXN-9cbfd48e,CUST-73ea0d9c,SUB-5b74386b,199.0,USD,Success,2025-04-08,Credit Card
TXN-71b9c934,CUST-1806e323,SUB-46da1d3a,199.0,USD,Success,2025-04-11,PayPal
TXN-13f82274,CUST-1806e323,SUB-46da1d3a,199.0,USD,Success,2025-05-11,Wire Transfer
TXN-b5415742,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-02-09,Wire Transfer
TXN-653c8123,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-03-09,PayPal
TXN-4761f665,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-04-09,Wire Transfer
TXN-dccaeba2,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-05-09,Credit Card
TXN-78ac670a,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-06-09,PayPal
TXN-511c5299,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-07-09,Credit Card
TXN-f21a6970,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-08-09,Credit Card
TXN-277fff81,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-09-09,Credit Card
TXN-680a8d0f,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-10-09,PayPal
TXN-8bd256a2,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-11-09,Wire Transfer
TXN-84b64aaa,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2025-12-09,Credit Card
TXN-c64388c7,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2026-01-09,Credit Card
TXN-d47f522e,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2026-02-09,Credit Card
TXN-b1bd4209,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2026-03-09,Wire Transfer
TXN-ef3162c2,CUST-63b8f253,SUB-519db014,499.0,USD,Success,2026-04-09,Wire Transfer
TXN-654853b5,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-05-09,PayPal
TXN-b67bd15c,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-06-09,Wire Transfer
TXN-28de798c,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-07-09,PayPal
TXN-5cc42253,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-08-09,PayPal
TXN-a6ce3e93,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-09-09,PayPal
TXN-4a97d706,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-10-09,PayPal
TXN-1cdb7344,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-11-09,PayPal
TXN-ff139034,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2025-12-09,Credit Card
TXN-97e4fec4,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2026-01-09,Wire Transfer
TXN-83ad6e09,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2026-02-09,Credit Card
TXN-840e60b9,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2026-03-09,PayPal
TXN-96e0320d,CUST-d7e61e1c,SUB-516aaff8,49.0,USD,Success,2026-04-09,Wire Transfer
TXN-731e8a2a,CUST-dfd62d49,SUB-7ce3d51f,499.0,USD,Success,2024-08-27,Credit Card
TXN-85b38cf0,CUST-dfd62d49,SUB-7ce3d51f,499.0,USD,Success,2024-09-27,Credit Card
TXN-3ad3d1dc,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-01-08,PayPal
TXN-fcb2bcd0,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-02-08,Credit Card
TXN-6fbc1aee,CUST-28991702,SUB-c808a446,199.0,USD,Refunded,2025-03-08,Credit Card
TXN-5817a024,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-04-08,Credit Card
TXN-e07ca951,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-05-08,Credit Card
TXN-1f615c12,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-06-08,Credit Card
TXN-57913f6a,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-07-08,PayPal
TXN-2122687e,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-08-08,PayPal
TXN-277ffce7,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-09-08,Credit Card
TXN-e7d0de7c,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-10-08,PayPal
TXN-330c5f27,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-11-08,PayPal
TXN-c61aeb33,CUST-28991702,SUB-c808a446,199.0,USD,Success,2025-12-08,Wire Transfer
TXN-83d00674,CUST-28991702,SUB-c808a446,199.0,USD,Success,2026-01-08,Credit Card
TXN-6af9695f,CUST-28991702,SUB-c808a446,199.0,USD,Success,2026-02-08,PayPal
TXN-81a4036d,CUST-28991702,SUB-c808a446,199.0,USD,Success,2026-03-08,PayPal
TXN-70d7d547,CUST-28991702,SUB-c808a446,199.0,USD,Success,2026-04-08,Credit Card
TXN-2c9cc198,CUST-28991702,SUB-c808a446,199.0,USD,Success,2026-05-08,Wire Transfer
TXN-61b678bd,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2025-09-30,Credit Card
TXN-ff755791,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2025-10-30,Wire Transfer
TXN-620dbad0,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2025-11-30,Credit Card
TXN-8e06e0e9,CUST-ca3166ac,SUB-2424307e,49.0,USD,Failed,2025-12-30,Credit Card
TXN-80cf4b6e,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2026-01-30,Credit Card
TXN-cbec9479,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2026-02-28,Credit Card
TXN-cb3ae796,CUST-ca3166ac,SUB-2424307e,49.0,USD,Refunded,2026-03-28,Wire Transfer
TXN-723e20ea,CUST-ca3166ac,SUB-2424307e,49.0,USD,Success,2026-04-28,Wire Transfer
TXN-87785df3,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-01-09,PayPal
TXN-fc46ed97,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-02-09,Credit Card
TXN-9b0f4f69,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-03-09,Wire Transfer
TXN-0375522b,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-04-09,Wire Transfer
TXN-cad127b8,CUST-65e7c245,SUB-85d8a034,49.0,USD,Failed,2025-05-09,Wire Transfer
TXN-d709c67b,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-06-09,Credit Card
TXN-9f43319b,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-07-09,PayPal
TXN-7456e900,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-08-09,Wire Transfer
TXN-598fd88c,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-09-09,Credit Card
TXN-52e74dc8,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-10-09,Wire Transfer
TXN-239f59bb,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-11-09,Wire Transfer
TXN-17baa60d,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2025-12-09,PayPal
TXN-09f2002e,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2026-01-09,Wire Transfer
TXN-5115b0cf,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2026-02-09,Wire Transfer
TXN-19c69149,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2026-03-09,Credit Card
TXN-df9cdc39,CUST-65e7c245,SUB-85d8a034,49.0,USD,Success,2026-04-09,Credit Card
TXN-05097f0c,CUST-dece2f21,SUB-083c7132,49.0,USD,Success,2025-08-25,PayPal
TXN-69c3f3f7,CUST-dece2f21,SUB-083c7132,49.0,USD,Success,2025-09-25,Credit Card
TXN-9e5162b7,CUST-dece2f21,SUB-083c7132,49.0,USD,Success,2025-10-25,Credit Card
TXN-bfeb7f80,CUST-dece2f21,SUB-083c7132,49.0,USD,Success,2025-11-25,PayPal
TXN-2864d31c,CUST-dece2f21,SUB-083c7132,49.0,USD,Success,2025-12-25,Wire Transfer
TXN-d7e74430,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-07-04,PayPal
TXN-3cc92e3f,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-08-04,Credit Card
TXN-b44d42e2,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-09-04,PayPal
TXN-cef21f81,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-10-04,Wire Transfer
TXN-05f254c3,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-11-04,PayPal
TXN-5b471527,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2024-12-04,Credit Card
TXN-a140dceb,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-01-04,Credit Card
TXN-a8cd8a4a,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-02-04,PayPal
TXN-d388ffa1,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-03-04,Wire Transfer
TXN-6135150e,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-04-04,PayPal
TXN-9498db7c,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-05-04,Wire Transfer
TXN-1729b2cf,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-06-04,Wire Transfer
TXN-2d04dd2c,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-07-04,PayPal
TXN-ed6f7ae3,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-08-04,Wire Transfer
TXN-820b3cd0,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-09-04,Credit Card
TXN-50535051,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-10-04,PayPal
TXN-ae95514b,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-11-04,Wire Transfer
TXN-3263b993,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2025-12-04,Credit Card
TXN-06a75d17,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2026-01-04,PayPal
TXN-5e10055d,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2026-02-04,Credit Card
TXN-e8f1e438,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2026-03-04,Credit Card
TXN-9da81c10,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2026-04-04,Credit Card
TXN-53101d90,CUST-a14578f6,SUB-3ae05e79,199.0,USD,Success,2026-05-04,Wire Transfer
TXN-2635e109,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2024-10-16,PayPal
TXN-cb44810e,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2024-11-16,PayPal
TXN-f005d94a,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2024-12-16,Wire Transfer
TXN-e90d9663,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-01-16,PayPal
TXN-fa105792,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-02-16,Credit Card
TXN-f36b8259,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-03-16,PayPal
TXN-669e9b35,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-04-16,Wire Transfer
TXN-99dad6ad,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-05-16,Credit Card
TXN-246d830e,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-06-16,Wire Transfer
TXN-ab7e3480,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-07-16,Credit Card
TXN-595db391,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-08-16,Credit Card
TXN-00f54421,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-09-16,PayPal
TXN-4ab395f6,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-10-16,Credit Card
TXN-7af068f8,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-11-16,Wire Transfer
TXN-65567f7c,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2025-12-16,PayPal
TXN-24f8c59c,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2026-01-16,Wire Transfer
TXN-1e124bae,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2026-02-16,Credit Card
TXN-f8ac9236,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2026-03-16,Wire Transfer
TXN-396d7ee0,CUST-acd02836,SUB-8f3150b9,499.0,USD,Success,2026-04-16,Wire Transfer
TXN-a11e833a,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2024-12-08,Credit Card
TXN-5273f420,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-01-08,PayPal
TXN-4ee14143,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-02-08,Wire Transfer
TXN-f420391d,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-03-08,Credit Card
TXN-393901d2,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-04-08,PayPal
TXN-f6aea97f,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-05-08,PayPal
TXN-08fa17b9,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-06-08,PayPal
TXN-11c4acff,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-07-08,Wire Transfer
TXN-1178a79e,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-08-08,Wire Transfer
TXN-6e259d9e,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-09-08,Wire Transfer
TXN-a570afee,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Failed,2025-10-08,PayPal
TXN-0b0321f8,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-11-08,Wire Transfer
TXN-5de72a75,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2025-12-08,Credit Card
TXN-68829e40,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2026-01-08,Wire Transfer
TXN-593325dd,CUST-a810eda2,SUB-6f1f828a,49.0,USD,Success,2026-02-08,Wire Transfer
TXN-79c8b6c2,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-06-29,PayPal
TXN-e5d0d693,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-07-29,Wire Transfer
TXN-56742b9f,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-08-29,Credit Card
TXN-4dec0fdc,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-09-29,PayPal
TXN-e8c48b4c,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-10-29,Credit Card
TXN-47a8359d,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-11-29,PayPal
TXN-eff6360a,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2024-12-29,PayPal
TXN-84afced3,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-01-29,Wire Transfer
TXN-2a7bffb6,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-02-28,Credit Card
TXN-e1620960,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-03-28,PayPal
TXN-13943b72,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-04-28,Wire Transfer
TXN-4e5ab409,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-05-28,PayPal
TXN-976d3da6,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-06-28,PayPal
TXN-ca8a478f,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-07-28,PayPal
TXN-48a26172,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-08-28,PayPal
TXN-0eabcd37,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-09-28,PayPal
TXN-87562ac8,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-10-28,PayPal
TXN-2ce0d3d7,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-11-28,Wire Transfer
TXN-7fbe310c,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2025-12-28,PayPal
TXN-bfa84d73,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2026-01-28,Credit Card
TXN-c7e9e675,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2026-02-28,Wire Transfer
TXN-35557754,CUST-268095d2,SUB-3b52c974,499.0,USD,Failed,2026-03-28,Credit Card
TXN-1d97b3c9,CUST-268095d2,SUB-3b52c974,499.0,USD,Success,2026-04-28,PayPal
TXN-b81b634b,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2025-08-09,Credit Card
TXN-a862d3f6,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2025-09-09,PayPal
TXN-7977d362,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2025-10-09,PayPal
TXN-bd748e80,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2025-11-09,Wire Transfer
TXN-722e3bef,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2025-12-09,Wire Transfer
TXN-0dad9033,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2026-01-09,PayPal
TXN-9c415cad,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Success,2026-02-09,Wire Transfer
TXN-8ccd18ba,CUST-481fbc2e,SUB-8c4ab19b,499.0,USD,Refunded,2026-03-09,Credit Card
TXN-3eab317f,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-06-15,Wire Transfer
TXN-eed347fd,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-07-15,Wire Transfer
TXN-45461814,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-08-15,Credit Card
TXN-6794fcab,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-09-15,Wire Transfer
TXN-c8930212,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-10-15,PayPal
TXN-d7922ef9,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-11-15,Credit Card
TXN-7374f63d,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2024-12-15,PayPal
TXN-fa9e7856,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-01-15,Credit Card
TXN-624188d4,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Failed,2025-02-15,PayPal
TXN-defa3272,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-03-15,PayPal
TXN-18f0f0d2,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-04-15,Wire Transfer
TXN-8f285855,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-05-15,PayPal
TXN-fed39f4f,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-06-15,Wire Transfer
TXN-809c2975,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-07-15,Credit Card
TXN-4b3510cf,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-08-15,PayPal
TXN-458aa74d,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-09-15,PayPal
TXN-d53d10e6,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-10-15,Credit Card
TXN-1c12b43c,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-11-15,Credit Card
TXN-7dac0d38,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2025-12-15,PayPal
TXN-f86a8150,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Failed,2026-01-15,Credit Card
TXN-60f804ec,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2026-02-15,Wire Transfer
TXN-1988adb6,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2026-03-15,Credit Card
TXN-55acf917,CUST-16061ccd,SUB-2f79edb4,49.0,USD,Success,2026-04-15,Credit Card
TXN-3d59b16c,CUST-04a3a1c8,SUB-7369a02b,499.0,USD,Success,2025-09-14,PayPal
