customer_id,risk_score,risk_band,drivers,revenue_at_risk,explanation,run_id,generated_at
CUST-40696408,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BC447D50,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5BEA698E,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-93D5D028,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-12F57229,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-276DE774,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-90DD2F0C,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1575F549,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-44D30D03,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CCE45833,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D4CE4E4E,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-376CE362,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EE4D1390,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5A18A787,0.6000000000000001,High,Low NPS | Failed Payments,499.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8B8ECE62,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A8578740,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D553148E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4112CA3A,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EB931375,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-846A8ED0,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CCC970DC,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DEED430B,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DDF48164,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8B59858E,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4532DEB9,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FB33E508,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EFC95E91,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-291486B2,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9E6D05EF,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A5916A71,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9FADF576,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B8B565D7,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A24E4A4D,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4BF6001B,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1B5821AF,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C903E7D0,0.4,High,Failed Payments,1999.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0D41E8EE,0.6000000000000001,High,Failed Payments | High Support Burden,499.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A8D1FA2C,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0EA0AC68,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-32AF6D55,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D2D00814,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-72B71754,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D1786905,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-517C8393,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-085EA84A,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8C428601,0.6000000000000001,High,Low NPS | Failed Payments,0.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BFC0D6D6,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-708114B8,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-3DB41889,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7097D913,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-75F2B393,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B1428649,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7159794D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-713A7B4E,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F83A4925,0.8,Critical,Low NPS | Failed Payments | High Support Burden,49.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CE4DCCD1,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6C38BF8C,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9317BE17,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8C1BDC39,0.6000000000000001,High,Low NPS | Failed Payments,49.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-25BCEBD3,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-82C25789,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EC9CF353,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4531BF5D,0.4,High,Low NPS | High Support Burden,499.0,"Risk drivers: Low NPS, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-720D85B4,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-259B406D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-00E36B8D,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-911BBCCC,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F417353C,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DC253138,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6ADEA430,0.8,Critical,Low NPS | Failed Payments | High Support Burden,199.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5C538CBA,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0C211463,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FE87BC24,0.6000000000000001,High,Low NPS | Failed Payments,49.0,"Risk drivers: Low NPS, Failed Payments.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-389E18CE,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1586638C,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-581F461D,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-26D0DA5B,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-16D0D0C4,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2B2FEA72,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-ECFDA835,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BF8F5E08,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-44C82EE4,0.8,Critical,Low NPS | Failed Payments | High Support Burden,499.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1FB81845,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2C362A7B,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-023F303E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A3459293,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FECC133E,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-22C14FD9,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6EA960EA,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2645B381,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-0A2FE7D2,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7B0333AA,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-24A32BDC,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6785B597,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FF7DCDB3,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-110057AA,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D62108F4,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-581D46E9,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-02F4B2E5,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8BFBD4B7,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2FE6B5F2,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1FD26BD1,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A68ECECD,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-494408AC,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EE3C9DC4,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BF24C6DE,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-7382A67F,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1E21E938,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-451153EF,0.4,High,Low NPS | High Support Burden,0.0,"Risk drivers: Low NPS, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-23C72204,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5BC00145,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9FDFAA41,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F8F8812D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CD276CB1,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6E09BC7B,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F21ECFAB,0.4,High,Failed Payments,499.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-DD10A3F2,0.6000000000000001,High,Failed Payments | High Support Burden,499.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D4830153,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1BB8F0AC,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-8A5CB623,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EC407A61,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6D2A8F0A,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-388930EF,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2A07BD4E,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-14D4381E,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-AE2DE60C,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-82C553A8,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-46A0389E,0.2,Medium,Low NPS,0.0,Risk drivers: Low NPS.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-83F15F85,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-47982525,0.4,High,Failed Payments,1999.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-B110201C,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A0576216,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F27DA024,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-4A17BCAE,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-BD228B9A,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E1039D02,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D6736D3A,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D0A507B4,0.4,High,Failed Payments,199.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1C0C2BFF,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-D2E77D29,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-695098EA,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9C019996,0.6000000000000001,High,Failed Payments | High Support Burden,49.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-5EFAA543,0.6000000000000001,High,Failed Payments | High Support Burden,0.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-CCD4B251,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-80F62A5D,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-ACE965ED,0.8,Critical,Low NPS | Failed Payments | High Support Burden,49.0,"Risk drivers: Low NPS, Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6057D2FC,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6C6235A4,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-642C56AF,0.4,High,Failed Payments,1999.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-F56B92E6,0.4,High,Low NPS | High Support Burden,49.0,"Risk drivers: Low NPS, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-C72E3515,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-6DC75493,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-60B126F1,0.4,High,Failed Payments,49.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-9D9744B8,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-E0C220C1,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-33BED97C,0.4,High,Failed Payments,0.0,Risk drivers: Failed Payments.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A7A866A4,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-557E362B,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-A13C20EA,0.6000000000000001,High,Failed Payments | High Support Burden,199.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-1ABD7017,0.6000000000000001,High,Failed Payments | High Support Burden,499.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-2D0673BB,0.2,Medium,High Support Burden,0.0,Risk drivers: High Support Burden.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-52E052F1,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-FB2E578B,0.6000000000000001,High,Failed Payments | High Support Burden,1999.0,"Risk drivers: Failed Payments, High Support Burden.",productpulse-2026-05-01,2026-05-01T00:00:00+00:00
CUST-EF7FF9AD,0.0,Low,,0.0,No significant risk signals detected.,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
