rule_id,recommendation_title,category,customer_id,segment,reason,affected_customers,estimated_revenue_impact,impact_score,confidence_level,confidence_weight,suggested_owner,evidence_source,priority_score,priority_band
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-beb88148,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1999.0,3798.1,High,0.95,Billing Automation,"1 failed transaction(s) totalling $1,999.00.",3608.1949999999997,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-c248e070,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1999.0,3798.1,High,0.95,Billing Automation,"1 failed transaction(s) totalling $1,999.00.",3608.1949999999997,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-d2c3ccf3,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1999.0,3798.1,High,0.95,Billing Automation,"1 failed transaction(s) totalling $1,999.00.",3608.1949999999997,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-f10abf18,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1999.0,3798.1,High,0.95,Billing Automation,"1 failed transaction(s) totalling $1,999.00.",3608.1949999999997,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-1fae17f0,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1996.0,3792.3999999999996,High,0.95,Billing Automation,"4 failed transaction(s) totalling $1,996.00.",3602.7799999999993,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-d4954121,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1996.0,3792.3999999999996,High,0.95,Billing Automation,"4 failed transaction(s) totalling $1,996.00.",3602.7799999999993,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-dccac442,Enterprise,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1996.0,3792.3999999999996,High,0.95,Billing Automation,"4 failed transaction(s) totalling $1,996.00.",3602.7799999999993,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-f4e40638,SMB,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-54488bea is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-2cb96aa1,Startup,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-68310382 is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-d5fc1c8d,SMB,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-75390f06 is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-4bf53012,Startup,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-76e355cb is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-2e09394c,Enterprise,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-ae98e9e2 is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_005,Past-Due Account Escalation,billing_recovery,CUST-25249848,Startup,Escalate to finance for account hold review. Send formal payment demand notice and suspend non-critical features until resolved.,1,1999.0,3598.2000000000003,High,0.9,Finance Operations,"Subscription SUB-ee145448 is Past Due — $1,999.00/month outstanding.",3238.38,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-cfb9eb6b,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-70bf715e,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-2ff35a77,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-4c370882,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-1e68979c,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-281af038,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-c248e070,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-921032b2,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-2b5ee006,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-02dee19e,Mid-Market,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-4fe61954,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Low NPS, Failed Payments.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-01d5ceaa,Mid-Market,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-3a2fe662,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-2a7aaa3c,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-f2e5ddd1,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Low NPS, Failed Payments.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-892c453c,Enterprise,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-54dc1511,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Low NPS, Failed Payments.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-53ded5c3,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-92d3b556,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-01797a38,Startup,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-beb88148,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-19902bad,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,Churn risk band: High. Drivers: Failed Payments.,3198.4,High
REC_004,Proactive Billing Intervention — Payment Risk Driver Detected,billing_recovery,CUST-f10abf18,SMB,Contact customer directly to confirm payment details and offer alternative payment methods before the subscription lapses.,1,1999.0,3998.0,Medium,0.8,Customer Success Manager,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",3198.4,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-11765a63,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-296b1437,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-83303441,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-a3aaca07,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-c53c7f77,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-e3b9afa6,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-f8c8366f,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,1497.0,2844.2999999999997,High,0.95,Billing Automation,"3 failed transaction(s) totalling $1,497.00.",2702.0849999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-11fe014c,Mid-Market,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-33a9ad5e,Mid-Market,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-415672dc,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-449bd511,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-4c76a787,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-8996a7b1,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-a073f0d8,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-abe1dd1e,Mid-Market,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-ac63e218,SMB,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-d7e81929,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-dd64961f,Mid-Market,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-fefa1684,Startup,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,998.0,1896.1999999999998,High,0.95,Billing Automation,2 failed transaction(s) totalling $998.00.,1801.3899999999996,High
REC_002,Automated Payment Recovery — Failed Transaction,billing_recovery,CUST-7ee90e19,Mid-Market,"Trigger dunning sequence: retry payment after 3 days, send payment update email after 5 days, escalate to CSM after 10 days.",1,995.0,1890.5,High,0.95,Billing Automation,5 failed transaction(s) totalling $995.00.,1795.975,High
REC_003,SMB Re-engagement Offer — High Churn Risk,retention,CUST-cfb9eb6b,SMB,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,1,1999.0,1799.1,Medium,0.6,Marketing Automation,"Churn risk band: High. Drivers: Failed Payments, High Support Burden.",1079.4599999999998,High
REC_003,SMB Re-engagement Offer — High Churn Risk,retention,CUST-70bf715e,SMB,Send personalised in-app re-engagement campaign with 15% discount for 3-month commitment. Follow up with feature tutorial email sequence.,1,1999.0,1799.1,Medium,0.6,Marketing Automation,Churn risk band: High. Drivers: Failed Payments.,1079.4599999999998,High
