cohort_month,period_number,customers_in_cohort,retained_customers,retention_rate,revenue,revenue_per_customer,run_id,generated_at
2024-05,22,39.0,0.0,0.0,11979.0,307.15384615384613,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-05,23,39.0,0.0,0.0,14076.0,360.9230769230769,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,0,29.0,29.0,1.0,8073.0,278.37931034482756,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,1,29.0,29.0,1.0,7874.0,271.51724137931035,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,2,29.0,29.0,1.0,8321.0,286.9310344827586,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,3,29.0,26.0,0.896551724137931,7773.0,268.0344827586207,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,4,29.0,25.0,0.8620689655172413,7675.0,264.6551724137931,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,5,29.0,25.0,0.8620689655172413,7476.0,257.7931034482759,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,6,29.0,25.0,0.8620689655172413,2780.0,95.86206896551724,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,7,29.0,25.0,0.8620689655172413,6977.0,240.58620689655172,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,8,29.0,25.0,0.8620689655172413,7176.0,247.44827586206895,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,9,29.0,24.0,0.8275862068965517,7476.0,257.7931034482759,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,10,29.0,24.0,0.8275862068965517,7427.0,256.1034482758621,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,11,29.0,23.0,0.7931034482758621,5278.0,182.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,12,29.0,23.0,0.7931034482758621,7029.0,242.3793103448276,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,13,29.0,0.0,0.0,6778.0,233.72413793103448,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,14,29.0,0.0,0.0,7029.0,242.3793103448276,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,15,29.0,0.0,0.0,4681.0,161.41379310344828,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,16,29.0,0.0,0.0,4981.0,171.75862068965517,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,17,29.0,0.0,0.0,4482.0,154.55172413793105,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,18,29.0,0.0,0.0,5180.0,178.6206896551724,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,19,29.0,0.0,0.0,4583.0,158.0344827586207,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,20,29.0,0.0,0.0,4035.0,139.13793103448276,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,21,29.0,0.0,0.0,4433.0,152.86206896551724,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-06,22,29.0,0.0,0.0,4384.0,151.17241379310346,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,0,59.0,59.0,1.0,16296.0,276.20338983050846,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,1,59.0,57.0,0.9661016949152542,17392.0,294.77966101694915,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,2,59.0,57.0,0.9661016949152542,16746.0,283.8305084745763,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,3,59.0,56.0,0.9491525423728814,14649.0,248.28813559322035,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,4,59.0,56.0,0.9491525423728814,14551.0,246.6271186440678,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,5,59.0,55.0,0.9322033898305084,16149.0,273.7118644067797,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,6,59.0,55.0,0.9322033898305084,16847.0,285.54237288135596,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,7,59.0,55.0,0.9322033898305084,16299.0,276.2542372881356,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,8,59.0,55.0,0.9322033898305084,16498.0,279.6271186440678,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,9,59.0,55.0,0.9322033898305084,12102.0,205.11864406779662,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,10,59.0,55.0,0.9322033898305084,17046.0,288.91525423728814,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,11,59.0,55.0,0.9322033898305084,16997.0,288.08474576271186,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,12,59.0,55.0,0.9322033898305084,16596.0,281.2881355932203,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,13,59.0,0.0,0.0,16749.0,283.8813559322034,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,14,59.0,0.0,0.0,14701.0,249.16949152542372,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,15,59.0,0.0,0.0,14502.0,245.79661016949152,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,16,59.0,0.0,0.0,16749.0,283.8813559322034,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,17,59.0,0.0,0.0,11854.0,200.91525423728814,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,18,59.0,0.0,0.0,13856.0,234.84745762711864,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,19,59.0,0.0,0.0,15506.0,262.8135593220339,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,20,59.0,0.0,0.0,15157.0,256.89830508474574,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-07,21,59.0,0.0,0.0,14857.0,251.8135593220339,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,0,57.0,57.0,1.0,16198.0,284.17543859649123,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,1,57.0,57.0,1.0,14398.0,252.59649122807016,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,2,57.0,55.0,0.9649122807017544,16648.0,292.0701754385965,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,3,57.0,54.0,0.9473684210526315,18947.0,332.4035087719298,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,4,57.0,54.0,0.9473684210526315,18200.0,319.29824561403507,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,5,57.0,54.0,0.9473684210526315,16302.0,286.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,6,57.0,53.0,0.9298245614035088,18350.0,321.9298245614035,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,7,57.0,53.0,0.9298245614035088,18252.0,320.2105263157895,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,8,57.0,52.0,0.9122807017543859,17652.0,309.6842105263158,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,9,57.0,51.0,0.8947368421052632,17153.0,300.9298245614035,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,10,57.0,50.0,0.8771929824561403,16152.0,283.36842105263156,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,11,57.0,49.0,0.8596491228070176,17903.0,314.0877192982456,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,12,57.0,49.0,0.8596491228070176,17753.0,311.4561403508772,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,13,57.0,0.0,0.0,17055.0,299.2105263157895,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,14,57.0,0.0,0.0,15405.0,270.2631578947368,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,15,57.0,0.0,0.0,17704.0,310.5964912280702,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,16,57.0,0.0,0.0,16810.0,294.9122807017544,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,17,57.0,0.0,0.0,13810.0,242.28070175438597,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,18,57.0,0.0,0.0,16210.0,284.3859649122807,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,19,57.0,0.0,0.0,16458.0,288.7368421052632,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-08,20,57.0,0.0,0.0,16458.0,288.7368421052632,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,0,36.0,36.0,1.0,13666.0,379.6111111111111,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,1,36.0,36.0,1.0,15117.0,419.9166666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,2,36.0,35.0,0.9722222222222222,15616.0,433.77777777777777,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,3,36.0,34.0,0.9444444444444444,13418.0,372.72222222222223,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,4,36.0,34.0,0.9444444444444444,13516.0,375.44444444444446,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,5,36.0,34.0,0.9444444444444444,11517.0,319.9166666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,6,36.0,34.0,0.9444444444444444,11468.0,318.55555555555554,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,7,36.0,33.0,0.9166666666666666,11269.0,313.02777777777777,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,8,36.0,33.0,0.9166666666666666,13268.0,368.55555555555554,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,9,36.0,33.0,0.9166666666666666,12919.0,358.8611111111111,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,10,36.0,33.0,0.9166666666666666,11220.0,311.6666666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,11,36.0,32.0,0.8888888888888888,9420.0,261.6666666666667,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,12,36.0,30.0,0.8333333333333334,12821.0,356.1388888888889,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,13,36.0,0.0,0.0,13072.0,363.1111111111111,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,14,36.0,0.0,0.0,12873.0,357.5833333333333,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,15,36.0,0.0,0.0,12922.0,358.94444444444446,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,16,36.0,0.0,0.0,12922.0,358.94444444444446,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,17,36.0,0.0,0.0,12726.0,353.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,18,36.0,0.0,0.0,12726.0,353.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-09,19,36.0,0.0,0.0,12873.0,357.5833333333333,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,0,34.0,34.0,1.0,18619.0,547.6176470588235,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,1,34.0,34.0,1.0,16069.0,472.61764705882354,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,2,34.0,34.0,1.0,13923.0,409.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,3,34.0,34.0,1.0,18766.0,551.9411764705883,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,4,34.0,34.0,1.0,16669.0,490.2647058823529,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,5,34.0,34.0,1.0,13522.0,397.70588235294116,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,6,34.0,34.0,1.0,16268.0,478.47058823529414,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,7,34.0,32.0,0.9411764705882353,14719.0,432.9117647058824,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,8,34.0,32.0,0.9411764705882353,16620.0,488.8235294117647,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,9,34.0,32.0,0.9411764705882353,14122.0,415.3529411764706,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,10,34.0,31.0,0.9117647058823529,14171.0,416.79411764705884,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,11,34.0,31.0,0.9117647058823529,14171.0,416.79411764705884,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,12,34.0,31.0,0.9117647058823529,12472.0,366.8235294117647,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,13,34.0,0.0,0.0,14272.0,419.7647058823529,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,14,34.0,0.0,0.0,12074.0,355.11764705882354,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,15,34.0,0.0,0.0,12524.0,368.3529411764706,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,16,34.0,0.0,0.0,14670.0,431.47058823529414,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,17,34.0,0.0,0.0,13972.0,410.94117647058823,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-10,18,34.0,0.0,0.0,12622.0,371.2352941176471,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,0,37.0,37.0,1.0,7167.0,193.7027027027027,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,1,37.0,37.0,1.0,6466.0,174.75675675675674,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,2,37.0,36.0,0.972972972972973,6965.0,188.24324324324326,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,3,37.0,35.0,0.9459459459459459,6267.0,169.3783783783784,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,4,37.0,35.0,0.9459459459459459,6319.0,170.78378378378378,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,5,37.0,34.0,0.918918918918919,6169.0,166.72972972972974,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,6,37.0,32.0,0.8648648648648649,6371.0,172.1891891891892,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,7,37.0,32.0,0.8648648648648649,5970.0,161.35135135135135,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,8,37.0,31.0,0.8378378378378378,6169.0,166.72972972972974,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,9,37.0,30.0,0.8108108108108109,6570.0,177.56756756756758,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,10,37.0,30.0,0.8108108108108109,6472.0,174.9189189189189,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,11,37.0,30.0,0.8108108108108109,5526.0,149.35135135135135,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,12,37.0,29.0,0.7837837837837838,5774.0,156.05405405405406,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,13,37.0,0.0,0.0,5526.0,149.35135135135135,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,14,37.0,0.0,0.0,6374.0,172.27027027027026,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,15,37.0,0.0,0.0,6374.0,172.27027027027026,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,16,37.0,0.0,0.0,5229.0,141.32432432432432,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-11,17,37.0,0.0,0.0,5627.0,152.0810810810811,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,0,46.0,46.0,1.0,17658.0,383.8695652173913,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,1,46.0,46.0,1.0,17707.0,384.9347826086956,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,2,46.0,44.0,0.9565217391304348,18157.0,394.7173913043478,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,3,46.0,44.0,0.9565217391304348,15111.0,328.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,4,46.0,42.0,0.9130434782608695,16464.0,357.9130434782609,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,5,46.0,42.0,0.9130434782608695,17710.0,385.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,6,46.0,42.0,0.9130434782608695,15561.0,338.2826086956522,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,7,46.0,42.0,0.9130434782608695,15264.0,331.82608695652175,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,8,46.0,41.0,0.8913043478260869,16663.0,362.2391304347826,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,9,46.0,41.0,0.8913043478260869,17361.0,377.4130434782609,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,10,46.0,38.0,0.8260869565217391,17413.0,378.54347826086956,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,11,46.0,38.0,0.8260869565217391,12916.0,280.7826086956522,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,12,46.0,37.0,0.8043478260869565,15065.0,327.5,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,13,46.0,0.0,0.0,14416.0,313.39130434782606,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,14,46.0,0.0,0.0,12521.0,272.19565217391306,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,15,46.0,0.0,0.0,14419.0,313.45652173913044,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2024-12,16,46.0,0.0,0.0,13825.0,300.54347826086956,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,0,29.0,29.0,1.0,8122.0,280.0689655172414,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,1,29.0,29.0,1.0,7923.0,273.2068965517241,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,2,29.0,28.0,0.9655172413793104,7525.0,259.48275862068965,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,3,29.0,28.0,0.9655172413793104,7675.0,264.6551724137931,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,4,29.0,28.0,0.9655172413793104,5425.0,187.06896551724137,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,5,29.0,27.0,0.9310344827586207,7424.0,256.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,6,29.0,26.0,0.896551724137931,7776.0,268.13793103448273,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,7,29.0,25.0,0.8620689655172413,7228.0,249.24137931034483,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,8,29.0,23.0,0.7931034482758621,7476.0,257.7931034482759,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,9,29.0,22.0,0.7586206896551724,5731.0,197.6206896551724,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,10,29.0,22.0,0.7586206896551724,3432.0,118.34482758620689,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,11,29.0,22.0,0.7586206896551724,6429.0,221.68965517241378,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,12,29.0,22.0,0.7586206896551724,6928.0,238.89655172413794,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,13,29.0,0.0,0.0,5982.0,206.27586206896552,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,14,29.0,0.0,0.0,6331.0,218.31034482758622,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-01,15,29.0,0.0,0.0,6230.0,214.82758620689654,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,0,25.0,25.0,1.0,9227.0,369.08,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,1,25.0,25.0,1.0,9625.0,385.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,2,25.0,24.0,0.96,9625.0,385.0,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,3,25.0,24.0,0.96,9527.0,381.08,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,4,25.0,23.0,0.92,9028.0,361.12,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,5,25.0,22.0,0.88,8529.0,341.16,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,6,25.0,21.0,0.84,7329.0,293.16,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,7,25.0,19.0,0.76,6833.0,273.32,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,8,25.0,19.0,0.76,7032.0,281.28,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,9,25.0,19.0,0.76,9031.0,361.24,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,10,25.0,18.0,0.72,8832.0,353.28,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,11,25.0,18.0,0.72,8633.0,345.32,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,12,25.0,17.0,0.68,8333.0,333.32,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,13,25.0,0.0,0.0,8333.0,333.32,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-02,14,25.0,0.0,0.0,8333.0,333.32,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,0,54.0,54.0,1.0,15497.0,286.98148148148147,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,1,54.0,52.0,0.9629629629629629,15448.0,286.0740740740741,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,2,54.0,51.0,0.9444444444444444,12653.0,234.3148148148148,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,3,54.0,51.0,0.9444444444444444,14851.0,275.01851851851853,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,4,54.0,51.0,0.9444444444444444,14652.0,271.3333333333333,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,5,54.0,51.0,0.9444444444444444,12904.0,238.96296296296296,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,6,54.0,51.0,0.9444444444444444,14903.0,275.98148148148147,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,7,54.0,50.0,0.9259259259259259,14655.0,271.3888888888889,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,8,54.0,45.0,0.8333333333333334,12757.0,236.24074074074073,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,9,54.0,44.0,0.8148148148148148,14055.0,260.27777777777777,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,10,54.0,42.0,0.7777777777777778,13458.0,249.22222222222223,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,11,54.0,42.0,0.7777777777777778,12711.0,235.38888888888889,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,12,54.0,42.0,0.7777777777777778,12760.0,236.2962962962963,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-03,13,54.0,0.0,0.0,12913.0,239.12962962962962,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,0,45.0,45.0,1.0,16406.0,364.5777777777778,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,1,45.0,44.0,0.9777777777777777,15408.0,342.4,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,2,45.0,42.0,0.9333333333333333,10565.0,234.77777777777777,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,3,45.0,40.0,0.8888888888888888,14413.0,320.2888888888889,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,4,45.0,40.0,0.8888888888888888,15561.0,345.8,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,5,45.0,39.0,0.8666666666666667,14863.0,330.2888888888889,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,6,45.0,39.0,0.8666666666666667,14364.0,319.2,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,7,45.0,37.0,0.8222222222222222,14713.0,326.9555555555556,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,8,45.0,37.0,0.8222222222222222,11667.0,259.26666666666665,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,9,45.0,36.0,0.8,14514.0,322.53333333333336,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
2025-04,10,45.0,35.0,0.7777777777777778,13917.0,309.26666666666665,productpulse-2026-05-01,2026-05-01T00:00:00+00:00
